10198610,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198611,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198612,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198613,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198614,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198615,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198616,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198617,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198618,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198619,01019861*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198620,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198621,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198622,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198623,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198624,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198625,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198626,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198627,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198628,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198629,01019862*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198630,01019863*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198631,01019863*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198632,01019863*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198633,01019863*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198634,01019863*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198635,01019863*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
10198636,01019863*,0101986**,010198***,01019****,0101*****,010******,01*******,0********,*********
